AphA,Conn,Conn_WinTms,Hz,OutPFSet,OutPFSet_RmpTms,PF,PhVphA,Ris,St,StActCtl,VA,VAMax,VAr,VArMaxPct,VArPct_RmpTms,VRef,W,WH,WMaxLimPct,WMaxLimPct_RmpTms,DCV,DCA,DCW
18.47,1,0,60,10,0,-100,238.5,655.35,4,0,4408.011,563.25,10,0,0,614.4,4408,89383176,100,0,365.15,12.46,4549.769
18.81,1,0,60,10,0,-100,238.5,655.35,4,0,4480.011,563.25,10,0,0,614.4,4480,89383176,100,0,365.15,12.46,4549.769
18.81,1,0,60,10,0,-100,238.5,655.35,4,0,4480.011,563.25,10,0,0,614.4,4480,89383176,100,0,363.7,12.88,4684.456
18.983,1,0,60,10,0,-100,238.567,655.35,4,0,4522.011,563.25,10,0,0,614.4,4522,89383178.67,100,0,365.3,13.04,4763.512
19.33,1,0,60,10,0,-100,238.7,655.35,4,0,4606.011,563.25,10,0,0,614.4,4606,89383184,100,0,365.3,13.04,4763.512
19.31,1,0,60,10,0,-100,238.6,655.35,4,0,4606.011,563.25,10,0,0,614.4,4606,89383184,100,0,365.65,12.72,4651.068
18.74,1,0,60,10,0,-100,238.6,655.35,4,0,4478.011,563.25,10,0,0,614.4,4478,89383192,100,0,367.1,12.39,4548.369
18.74,1,0,60,10,0,-100,238.6,655.35,4,0,4478.011,563.25,10,0,0,614.4,4478,89383192,100,0,367.1,12.39,4548.369
18.74,1,0,60,10,0,-100,238.6,655.35,4,0,4478.011,563.25,10,0,0,614.4,4478,89383192,100,0,363.75,12.31,4477.762
18.25,1,0,60,10,0,-100,238.5,655.35,4,0,4358.011,563.25,10,0,0,614.4,4358,89383192,100,0,363.75,12.31,4477.762
18.22,1,0,60,10,0,-100,238.6,655.35,4,0,4348.007,563.25,8,0,0,614.4,4348,89383192,100,0,365.55,12.1,4423.155
18.147,1,0,60.007,10,0,-100,238.533,655.35,4,0,4329.344,563.25,9.333,0,0,614.4,4329.333,89383192,100,0,366.8,12.17,4463.956
18.11,1,0,60.01,10,0,-100,238.5,655.35,4,0,4320.012,563.25,10,0,0,614.4,4320,89383192,100,0,366.8,12.17,4463.956
18.11,1,0,60.01,10,0,-100,238.5,655.35,4,0,4320.012,563.25,10,0,0,614.4,4320,89383192,100,0,363.3,11.93,4334.169
17.59,1,0,60.01,10,0,-100,238.5,655.35,4,0,4194.01,563.25,9,0,0,614.4,4194,89383200,100,0,363.3,11.93,4334.169
17.59,1,0,60.01,10,0,-100,238.5,655.35,4,0,4194.01,563.25,9,0,0,614.4,4194,89383200,100,0,365.2,11.79,4305.708
17.553,1,0,60.01,10,0,-100,238.5,655.35,4,0,4186.01,563.25,9,0,0,614.4,4186,89383200,100,0,363.25,11.79,4282.718
17.48,1,0,60.01,10,0,-100,238.5,655.35,4,0,4170.01,563.25,9,0,0,614.4,4170,89383200,100,0,363.25,11.79,4282.718
17.54,1,0,60,10,0,-100,238.4,655.35,4,0,4180.01,563.25,9,0,0,614.4,4180,89383200,100,0,365.1,11.89,4341.039
17.87,1,0,60,10,0,-100,238.4,655.35,4,0,4266.012,563.25,10,0,0,614.4,4266,89383208,100,0,363.75,12.24,4452.3
17.87,1,0,60,10,0,-100,238.4,655.35,4,0,4266.012,563.25,10,0,0,614.4,4266,89383208,100,0,363.75,12.24,4452.3
17.87,1,0,60,10,0,-100,238.4,655.35,4,0,4266.012,563.25,10,0,0,614.4,4266,89383208,100,0,365.25,12.79,4671.548
18.58,1,0,60,10,0,-100,238.5,655.35,4,0,4432.011,563.25,10,0,0,614.4,4432,89383208,100,0,365.25,12.79,4671.548
19.67,1,0,59.99,10,0,-100,238.6,655.35,4,0,4675.011,563.25,10,0,0,614.4,4675,89383216,100,0,366.4,13.56,4968.384
20.75,1,0,59.99,10,0,-100,238.733,655.35,4,0,4966.345,563.25,10.667,0,0,614.4,4966.333,89383216,100,0,366.5,15.08,5526.82
21.29,1,0,59.99,10,0,-100,238.8,655.35,4,0,5112.012,563.25,11,0,0,614.4,5112,89383216,100,0,366.5,15.08,5526.82
21.29,1,0,59.99,10,0,-100,238.8,655.35,4,0,5112.012,563.25,11,0,0,614.4,5112,89383216,100,0,366.7,17,6233.9
23.82,1,0,59.99,10,0,-100,239.1,655.35,4,0,5736.01,563.25,11,0,0,614.4,5736,89383216,100,0,366.7,17,6233.9
23.82,1,0,59.99,10,0,-100,239.1,655.35,4,0,5736.02,563.25,15,0,0,614.4,5736,89383224,100,0,369.35,19.68,7268.808
25.72,1,0,59.99,10,0,-100,239.35,655.35,4,0,6204.025,563.25,17.5,0,0,614.4,6204,89383224,100,0,367.65,21.03,7731.68
27.62,1,0,59.99,10,0,-100,239.6,655.35,4,0,6672.03,563.25,20,0,0,614.4,6672,89383224,100,0,367.65,21.03,7731.68
27.62,1,0,59.99,10,0,-100,239.6,655.35,4,0,6672.03,563.25,20,0,0,614.4,6672,89383224,100,0,368.8,20.36,7508.768
31.32,1,0,59.99,10,0,-100,239.9,655.35,4,0,7530.032,563.25,22,0,0,614.4,7530,89383224,100,0,368.8,20.36,7508.768
31.32,1,0,59.99,10,0,-100,239.9,655.35,4,0,7530.032,563.25,22,0,0,614.4,7530,89383224,100,0,371.1,20.36,7555.596
30.59,1,0,59.99,10,0,-100,239.75,655.35,4,0,7340.027,563.25,20,0,0,614.4,7340,89383228,100,0,369,19.7,7269.3
29.86,1,0,59.99,10,0,-100,239.6,655.35,4,0,7150.022,563.25,18,0,0,614.4,7150,89383232,100,0,369,19.7,7269.3
29.82,1,0,59.99,10,0,-100,239.5,655.35,4,0,7154.022,563.25,18,0,0,614.4,7154,89383240,100,0,367,20.46,7508.82
31.19,1,0,59.99,10,0,-100,239.6,655.35,4,0,7472.029,563.25,21,0,0,614.4,7472,89383240,100,0,367,20.46,7508.82
31.19,1,0,59.99,10,0,-100,239.6,655.35,4,0,7472.029,563.25,21,0,0,614.4,7472,89383240,100,0,368.6,21.3,7851.18
31.7,1,0,59.987,10,0,-100,239.667,655.35,4,0,7597.363,563.25,21.333,0,0,614.4,7597.333,89383242.67,100,0,367.9,22.3,8204.17
32.72,1,0,59.98,10,0,-100,239.8,655.35,4,0,7848.031,563.25,22,0,0,614.4,7848,89383248,100,0,367.9,22.3,8204.17
34.49,1,0,59.98,10,0,-100,240,655.35,4,0,8304.029,563.25,22,0,0,614.4,8304,89383256,100,0,371.8,23.75,8830.25
36.84,1,0,59.99,10,0,-100,240.3,655.35,4,0,8856.032,563.25,24,0,0,614.4,8856,89383256,100,0,367.85,25.32,9313.962
36.84,1,0,59.99,10,0,-100,240.3,655.35,4,0,8856.032,563.25,24,0,0,614.4,8856,89383256,100,0,367.85,25.32,9313.962
36.84,1,0,59.99,10,0,-100,240.3,655.35,4,0,8856.032,563.25,24,0,0,614.4,8856,89383256,100,0,371.15,26.13,9698.15
38.64,1,0,59.98,10,0,-100,240.6,655.35,4,0,9298.03,563.25,24,0,0,614.4,9298,89383256,100,0,371.15,26.13,9698.15
39.4,1,0,59.98,10,0,-100,240.7,655.35,4,0,9487.033,563.25,25,0,0,614.4,9487,89383264,100,0,367.4,26.45,9717.73
39.533,1,0,59.98,10,0,-100,240.7,655.35,4,0,9517.033,563.25,25,0,0,614.4,9517,89383269.33,100,0,370.8,26.53,9837.324
39.6,1,0,59.98,10,0,-100,240.7,655.35,4,0,9532.033,563.25,25,0,0,614.4,9532,89383272,100,0,370.8,26.53,9837.324
39.6,1,0,59.98,10,0,-100,240.7,655.35,4,0,9532.033,563.25,25,0,0,614.4,9532,89383272,100,0,367.45,26.71,9814.59
39.79,1,0,59.98,10,0,-100,240.7,655.35,4,0,9580.035,563.25,26,0,0,614.4,9580,89383280,100,0,367.45,26.71,9814.59
40.02,1,0,59.98,10,0,-100,240.8,655.35,4,0,9640.03,563.25,24,0,0,614.4,9640,89383288,100,0,370.8,26.83,9948.564
40.03,1,0,59.975,10,0,-100,240.8,655.35,4,0,9641.03,563.25,24,0,0,614.4,9641,89383288,100,0,366.95,26.82,9841.599
40.04,1,0,59.97,10,0,-100,240.8,655.35,4,0,9642.029,563.25,24,0,0,614.4,9642,89383288,100,0,366.95,26.82,9841.599
40.04,1,0,59.97,10,0,-100,240.8,655.35,4,0,9642.029,563.25,24,0,0,614.4,9642,89383288,100,0,370.4,26.73,9900.792
39.83,1,0,59.97,10,0,-100,240.7,655.35,4,0,9592.03,563.25,24,0,0,614.4,9592,89383304,100,0,370.4,26.73,9900.792
39.83,1,0,59.97,10,0,-100,240.7,655.35,4,0,9592.03,563.25,24,0,0,614.4,9592,89383304,100,0,367.2,26.65,9785.88
39.81,1,0,59.97,10,0,-100,240.733,655.35,4,0,9587.364,563.25,24,0,0,614.4,9587.333,89383304,100,0,370.45,26.62,9861.379
39.77,1,0,59.97,10,0,-100,240.8,655.35,4,0,9578.03,563.25,24,0,0,614.4,9578,89383304,100,0,370.45,26.62,9861.379
39.76,1,0,59.97,10,0,-100,240.7,655.35,4,0,9575.03,563.25,24,0,0,614.4,9575,89383312,100,0,367.1,26.64,9779.544
39.76,1,0,59.97,10,0,-100,240.7,655.35,4,0,9574.03,563.25,24,0,0,614.4,9574,89383320,100,0,370.1,26.68,9874.268
39.76,1,0,59.97,10,0,-100,240.7,655.35,4,0,9574.03,563.25,24,0,0,614.4,9574,89383320,100,0,370.1,26.68,9874.268
39.76,1,0,59.97,10,0,-100,240.7,655.35,4,0,9574.03,563.25,24,0,0,614.4,9574,89383320,100,0,366.6,26.7,9788.22
39.79,1,0,59.98,10,0,-100,240.8,655.35,4,0,9582.03,563.25,24,0,0,614.4,9582,89383320,100,0,366.6,26.7,9788.22
39.8,1,0,59.98,10,0,-100,240.8,655.35,4,0,9588.03,563.25,24,0,0,614.4,9588,89383328,100,0,370.2,26.66,9869.532
39.753,1,0,59.98,10,0,-100,240.8,655.35,4,0,9577.364,563.25,24,0,0,614.4,9577.333,89383333.33,100,0,366.3,26.6,9743.58
39.73,1,0,59.98,10,0,-100,240.8,655.35,4,0,9572.03,563.25,24,0,0,614.4,9572,89383336,100,0,366.3,26.6,9743.58
39.73,1,0,59.98,10,0,-100,240.8,655.35,4,0,9572.03,563.25,24,0,0,614.4,9572,89383336,100,0,370.2,26.54,9825.108
39.61,1,0,59.98,10,0,-100,240.7,655.35,4,0,9536.03,563.25,24,0,0,614.4,9536,89383344,100,0,370.2,26.54,9825.108
39.48,1,0,59.98,10,0,-100,240.7,655.35,4,0,9510.03,563.25,24,0,0,614.4,9510,89383344,100,0,366.5,26.4,9675.6
39.48,1,0,59.98,10,0,-100,240.7,655.35,4,0,9510.03,563.25,24,0,0,614.4,9510,89383344,100,0,368.35,26.35,9706.023
39.48,1,0,59.98,10,0,-100,240.7,655.35,4,0,9510.03,563.25,24,0,0,614.4,9510,89383344,100,0,368.35,26.35,9706.023
39.48,1,0,59.98,10,0,-100,240.7,655.35,4,0,9510.03,563.25,24,0,0,614.4,9510,89383344,100,0,366.1,26.14,9569.854
39.12,1,0,59.99,10,0,-100,240.6,655.35,4,0,9416.03,563.25,24,0,0,614.4,9416,89383352,100,0,366.1,26.14,9569.854
39.12,1,0,59.99,10,0,-100,240.6,655.35,4,0,9416.03,563.25,24,0,0,614.4,9416,89383352,100,0,367.85,26,9564.1
38.995,1,0,59.99,10,0,-100,240.6,655.35,4,0,9385.03,563.25,24,0,0,614.4,9385,89383356,100,0,369.5,26,9607
38.87,1,0,59.99,10,0,-100,240.6,655.35,4,0,9354.03,563.25,24,0,0,614.4,9354,89383360,100,0,369.5,26,9607
38.56,1,0,59.99,10,0,-100,240.5,655.35,4,0,9274.031,563.25,24,0,0,614.4,9274,89383368,100,0,367.95,25.63,9430.559
38.24,1,0,59.99,10,0,-100,240.5,655.35,4,0,9200.031,563.25,24,0,0,614.4,9200,89383376,100,0,367.95,25.63,9430.559
38.24,1,0,59.99,10,0,-100,240.5,655.35,4,0,9200.031,563.25,24,0,0,614.4,9200,89383376,100,0,369.4,25.63,9467.722
38.17,1,0,59.99,10,0,-100,240.5,655.35,4,0,9181.03,563.25,23.333,0,0,614.4,9181,89383376,100,0,366.6,25.39,9307.974
38.03,1,0,59.99,10,0,-100,240.5,655.35,4,0,9143.026,563.25,22,0,0,614.4,9143,89383376,100,0,366.6,25.39,9307.974
37.69,1,0,59.99,10,0,-100,240.4,655.35,4,0,9062.026,563.25,22,0,0,614.4,9062,89383384,100,0,369.05,25.22,9307.441
37.36,1,0,59.99,10,0,-100,240.4,655.35,4,0,8984.029,563.25,23,0,0,614.4,8984,89383384,100,0,366.4,24.9,9123.36
37.36,1,0,59.99,10,0,-100,240.4,655.35,4,0,8984.029,563.25,23,0,0,614.4,8984,89383384,100,0,366.4,24.9,9123.36
37.23,1,0,59.99,10,0,-100,240.333,655.35,4,0,8952.695,563.25,22.667,0,0,614.4,8952.667,89383386.67,100,0,369,24.74,9129.06
36.97,1,0,59.99,10,0,-100,240.2,655.35,4,0,8890.027,563.25,22,0,0,614.4,8890,89383392,100,0,369,24.74,9129.06
36.68,1,0,59.99,10,0,-100,240.3,655.35,4,0,8814.03,563.25,23,0,0,614.4,8814,89383400,100,0,366.25,24.45,8954.813
36.36,1,0,59.99,10,0,-100,240.3,655.35,4,0,8740.033,563.25,24,0,0,614.4,8740,89383408,100,0,369.2,24.34,8986.328
36.36,1,0,59.99,10,0,-100,240.3,655.35,4,0,8740.033,563.25,24,0,0,614.4,8740,89383408,100,0,369.2,24.34,8986.328
36.243,1,0,59.99,10,0,-100,240.3,655.35,4,0,8712.699,563.25,23.667,0,0,614.4,8712.667,89383408,100,0,366.1,23.96,8771.756
36.01,1,0,59.99,10,0,-100,240.3,655.35,4,0,8658.03,563.25,23,0,0,614.4,8658,89383408,100,0,366.1,23.96,8771.756
35.49,1,0,59.99,10,0,-100,240.2,655.35,4,0,8525.028,563.25,22,0,0,614.4,8525,89383416,100,0,369.1,23.72,8755.052
35.21,1,0,59.997,10,0,-100,240.2,655.35,4,0,8455.028,563.25,22,0,0,614.4,8455,89383416,100,0,365.75,23.28,8514.66
35.07,1,0,60,10,0,-100,240.2,655.35,4,0,8420.028,563.25,22,0,0,614.4,8420,89383416,100,0,365.75,23.28,8514.66
35.07,1,0,60,10,0,-100,240.2,655.35,4,0,8420.028,563.25,22,0,0,614.4,8420,89383416,100,0,368.95,23.01,8489.54
34.47,1,0,60,10,0,-100,240,655.35,4,0,8268.029,563.25,22,0,0,614.4,8268,89383424,100,0,368.95,23.01,8489.54
34.05,1,0,59.99,10,0,-100,239.8,655.35,4,0,8163.03,563.25,22,0,0,614.4,8163,89383424,100,0,365.6,22.54,8240.624
33.69,1,0,59.99,10,0,-100,239.867,655.35,4,0,8087.695,563.25,21.333,0,0,614.4,8087.667,89383429.33,100,0,369.2,22.4,8270.08
33.51,1,0,59.99,10,0,-100,239.9,655.35,4,0,8050.027,563.25,21,0,0,614.4,8050,89383432,100,0,369.2,22.4,8270.08
33.51,1,0,59.99,10,0,-100,239.9,655.35,4,0,8050.027,563.25,21,0,0,614.4,8050,89383432,100,0,365.85,21.91,8015.774
32.51,1,0,59.99,10,0,-100,239.6,655.35,4,0,7784.021,563.25,18,0,0,614.4,7784,89383440,100,0,365.85,21.91,8015.774
32.51,1,0,59.99,10,0,-100,239.6,655.35,4,0,7784.021,563.25,18,0,0,614.4,7784,89383440,100,0,368.7,21.64,7978.668
32.293,1,0,59.99,10,0,-100,239.6,655.35,4,0,7738.354,563.25,18,0,0,614.4,7738.333,89383442.67,100,0,365.8,21.04,7696.432
31.86,1,0,59.99,10,0,-100,239.6,655.35,4,0,7647.021,563.25,18,0,0,614.4,7647,89383448,100,0,365.8,21.04,7696.432
31.01,1,0,59.99,10,0,-100,239.6,655.35,4,0,7440.022,563.25,18,0,0,614.4,7440,89383448,100,0,368.15,20.59,7580.208
30.18,1,0,59.99,10,0,-100,239.5,655.35,4,0,7228.022,563.25,18,0,0,614.4,7228,89383448,100,0,365.7,19.81,7244.517
30.18,1,0,59.99,10,0,-100,239.5,655.35,4,0,7228.022,563.25,18,0,0,614.4,7228,89383448,100,0,365.7,19.81,7244.517
29.903,1,0,59.993,10,0,-100,239.433,655.35,4,0,7162.689,563.25,18,0,0,614.4,7162.667,89383450.67,100,0,368.4,19.54,7198.536
29.35,1,0,60,10,0,-100,239.3,655.35,4,0,7032.023,563.25,18,0,0,614.4,7032,89383456,100,0,368.4,19.54,7198.536
28.78,1,0,60,10,0,-100,239.1,655.35,4,0,6896.023,563.25,18,0,0,614.4,6896,89383464,100,0,364.35,19.16,6980.946
28.03,1,0,60,10,0,-100,239,655.35,4,0,6700.024,563.25,18,0,0,614.4,6700,89383464,100,0,366.7,18.58,6813.286
28.03,1,0,60,10,0,-100,239,655.35,4,0,6700.024,563.25,18,0,0,614.4,6700,89383464,100,0,366.7,18.58,6813.286
27.843,1,0,60,10,0,-100,239,655.35,4,0,6656.022,563.25,17,0,0,614.4,6656,89383464,100,0,364.1,18.51,6739.491
27.47,1,0,60,10,0,-100,239,655.35,4,0,6568.017,563.25,15,0,0,614.4,6568,89383464,100,0,364.1,18.51,6739.491
27.88,1,0,60,10,0,-100,239,655.35,4,0,6654.019,563.25,16,0,0,614.4,6654,89383480,100,0,367.2,19.08,7006.176
28.693,1,0,60,10,0,-100,239.133,655.35,4,0,6858.022,563.25,17.333,0,0,614.4,6858,89383480,100,0,362.4,20.25,7338.6
29.1,1,0,60,10,0,-100,239.2,655.35,4,0,6960.023,563.25,18,0,0,614.4,6960,89383480,100,0,362.4,20.25,7338.6
29.1,1,0,60,10,0,-100,239.2,655.35,4,0,6960.023,563.25,18,0,0,614.4,6960,89383480,100,0,364,20.99,7640.36
30.66,1,0,60,10,0,-100,239.4,655.35,4,0,7340.024,563.25,19,0,0,614.4,7340,89383480,100,0,364,20.99,7640.36
30.66,1,0,60,10,0,-100,239.4,655.35,4,0,7340.024,563.25,19,0,0,614.4,7340,89383480,100,0,365.9,21.44,7844.896
30.98,1,0,60,10,0,-100,239.467,655.35,4,0,7419.358,563.25,19,0,0,614.4,7419.333,89383480,100,0,364.45,21.44,7813.808
31.62,1,0,60,10,0,-100,239.6,655.35,4,0,7578.024,563.25,19,0,0,614.4,7578,89383480,100,0,364.45,21.44,7813.808
31.84,1,0,60,10,0,-100,239.6,655.35,4,0,7632.026,563.25,20,0,0,614.4,7632,89383488,100,0,367.05,21.34,7832.847
32.06,1,0,60.01,10,0,-100,239.6,655.35,4,0,7682.032,563.25,22,0,0,614.4,7682,89383496,100,0,367.05,21.34,7832.847
32.06,1,0,60.01,10,0,-100,239.6,655.35,4,0,7682.032,563.25,22,0,0,614.4,7682,89383496,100,0,367.45,21.63,7947.944
32.217,1,0,60.01,10,0,-100,239.633,655.35,4,0,7721.698,563.25,22,0,0,614.4,7721.667,89383498.67,100,0,365.7,22.21,8122.197
32.53,1,0,60.01,10,0,-100,239.7,655.35,4,0,7801.031,563.25,22,0,0,614.4,7801,89383504,100,0,365.7,22.21,8122.197
32.95,1,0,60.01,10,0,-100,239.8,655.35,4,0,7904.025,563.25,20,0,0,614.4,7904,89383504,100,0,365.85,21.98,8041.383
32.84,1,0,60.01,10,0,-100,239.7,655.35,4,0,7874.025,563.25,20,0,0,614.4,7874,89383512,100,0,368.45,22.03,8116.954
32.84,1,0,60.01,10,0,-100,239.7,655.35,4,0,7874.025,563.25,20,0,0,614.4,7874,89383512,100,0,368.45,22.03,8116.954
32.84,1,0,60.01,10,0,-100,239.7,655.35,4,0,7874.025,563.25,20,0,0,614.4,7874,89383512,100,0,366.05,21.45,7851.772
32.48,1,0,60.01,10,0,-100,239.7,655.35,4,0,7788.031,563.25,22,0,0,614.4,7788,89383512,100,0,366.05,21.45,7851.772
31.91,1,0,60.01,10,0,-100,239.7,655.35,4,0,7642.032,563.25,22,0,0,614.4,7642,89383512,100,0,368.45,21.42,7892.199
31.877,1,0,60.01,10,0,-100,239.7,655.35,4,0,7638.028,563.25,20.667,0,0,614.4,7638,89383517.33,100,0,365.85,21.29,7788.946
31.86,1,0,60.01,10,0,-100,239.7,655.35,4,0,7636.026,563.25,20,0,0,614.4,7636,89383520,100,0,365.85,21.29,7788.946
31.86,1,0,60.01,10,0,-100,239.7,655.35,4,0,7636.026,563.25,20,0,0,614.4,7636,89383520,100,0,368.85,21.91,8081.504
32.19,1,0,60.01,10,0,-100,239.8,655.35,4,0,7718.026,563.25,20,0,0,614.4,7718,89383528,100,0,368.85,21.91,8081.504
32.86,1,0,60.01,10,0,-100,239.8,655.35,4,0,7886.031,563.25,22,0,0,614.4,7886,89383528,100,0,365.6,22.05,8061.48
33.105,1,0,60.01,10,0,-100,239.9,655.35,4,0,7940.031,563.25,22,0,0,614.4,7940,89383532,100,0,369.2,22.66,8366.072
33.35,1,0,60.01,10,0,-100,240,655.35,4,0,7994.03,563.25,22,0,0,614.4,7994,89383536,100,0,369.2,22.66,8366.072
33.35,1,0,60.01,10,0,-100,240,655.35,4,0,7994.03,563.25,22,0,0,614.4,7994,89383536,100,0,365.65,22.78,8329.507
34.29,1,0,60,10,0,-100,240,655.35,4,0,8236.029,563.25,22,0,0,614.4,8236,89383544,100,0,365.65,22.78,8329.507
34.29,1,0,60,10,0,-100,240,655.35,4,0,8236.029,563.25,22,0,0,614.4,8236,89383544,100,0,368.45,23.29,8581.2
34.377,1,0,60,10,0,-100,240.033,655.35,4,0,8254.696,563.25,22,0,0,614.4,8254.667,89383544,100,0,365.6,23.06,8430.736
34.55,1,0,60,10,0,-100,240.1,655.35,4,0,8292.029,563.25,22,0,0,614.4,8292,89383544,100,0,365.6,23.06,8430.736
34.52,1,0,60,10,0,-100,240.1,655.35,4,0,8288.029,563.25,22,0,0,614.4,8288,89383552,100,0,367.9,23.27,8561.033
34.36,1,0,60,10,0,-100,240,655.35,4,0,8252.029,563.25,22,0,0,614.4,8252,89383560,100,0,367.9,23.27,8561.033
34.36,1,0,60,10,0,-100,240,655.35,4,0,8252.029,563.25,22,0,0,614.4,8252,89383560,100,0,365.95,22.86,8365.617
34.293,1,0,60,10,0,-100,240,655.35,4,0,8234.696,563.25,22,0,0,614.4,8234.667,89383562.67,100,0,367.8,23.07,8485.146
34.16,1,0,60,10,0,-100,240,655.35,4,0,8200.029,563.25,22,0,0,614.4,8200,89383568,100,0,367.8,23.07,8485.146
34.14,1,0,60,10,0,-100,240,655.35,4,0,8196.029,563.25,22,0,0,614.4,8196,89383568,100,0,366.1,22.78,8339.758
33.92,1,0,60,10,0,-100,239.9,655.35,4,0,8140.03,563.25,22,0,0,614.4,8140,89383576,100,0,367.55,22.8,8380.14
33.92,1,0,60,10,0,-100,239.9,655.35,4,0,8140.03,563.25,22,0,0,614.4,8140,89383576,100,0,367.55,22.8,8380.14
33.803,1,0,60,10,0,-100,239.9,655.35,4,0,8111.363,563.25,22,0,0,614.4,8111.333,89383576,100,0,365.9,22.27,8148.593
33.57,1,0,60,10,0,-100,239.9,655.35,4,0,8054.03,563.25,22,0,0,614.4,8054,89383576,100,0,365.9,22.27,8148.593
33.42,1,0,60,10,0,-100,239.9,655.35,4,0,8018.025,563.25,20,0,0,614.4,8018,89383584,100,0,367.7,22.65,8328.405
33.593,1,0,60,10,0,-100,239.9,655.35,4,0,8059.36,563.25,20.667,0,0,614.4,8059.333,89383584,100,0,365.8,22.46,8215.868
33.68,1,0,60,10,0,-100,239.9,655.35,4,0,8080.027,563.25,21,0,0,614.4,8080,89383584,100,0,365.8,22.46,8215.868
33.68,1,0,60,10,0,-100,239.9,655.35,4,0,8080.027,563.25,21,0,0,614.4,8080,89383584,100,0,368.2,22.71,8361.822
33.62,1,0,59.99,10,0,-100,239.9,655.35,4,0,8064.03,563.25,22,0,0,614.4,8064,89383592,100,0,368.2,22.71,8361.822
33.62,1,0,59.99,10,0,-100,239.9,655.35,4,0,8064.03,563.25,22,0,0,614.4,8064,89383592,100,0,367.15,22.42,8231.503
33.615,1,0,59.99,10,0,-100,239.9,655.35,4,0,8065.03,563.25,22,0,0,614.4,8065,89383596,100,0,365.95,22.42,8204.599
33.61,1,0,59.99,10,0,-100,239.9,655.35,4,0,8066.03,563.25,22,0,0,614.4,8066,89383600,100,0,365.95,22.42,8204.599
33.61,1,0,59.99,10,0,-100,239.9,655.35,4,0,8066.03,563.25,22,0,0,614.4,8066,89383600,100,0,364.95,22.89,8353.706
33.97,1,0,59.99,10,0,-100,239.8,655.35,4,0,8149.03,563.25,22,0,0,614.4,8149,89383608,100,0,364.95,22.89,8353.706
33.97,1,0,59.99,10,0,-100,239.8,655.35,4,0,8149.03,563.25,22,0,0,614.4,8149,89383608,100,0,363.55,22.89,8321.66
34.033,1,0,59.99,10,0,-100,239.833,655.35,4,0,8164.03,563.25,22,0,0,614.4,8164,89383608,100,0,366,23.12,8461.92
34.16,1,0,59.99,10,0,-100,239.9,655.35,4,0,8194.029,563.25,22,0,0,614.4,8194,89383608,100,0,366,23.12,8461.92
34.29,1,0,59.99,10,0,-100,239.9,655.35,4,0,8228.029,563.25,22,0,0,614.4,8228,89383616,100,0,363.85,23.1,8404.935
34.52,1,0,59.99,10,0,-100,240,655.35,4,0,8282.026,563.25,21,0,0,614.4,8282,89383616,100,0,366.55,23.36,8562.608
34.52,1,0,59.99,10,0,-100,240,655.35,4,0,8282.026,563.25,21,0,0,614.4,8282,89383616,100,0,366.55,23.36,8562.608
34.62,1,0,59.99,10,0,-100,240,655.35,4,0,8306.694,563.25,21.333,0,0,614.4,8306.667,89383618.67,100,0,364.55,23.77,8665.354
34.82,1,0,59.99,10,0,-100,240,655.35,4,0,8356.028,563.25,22,0,0,614.4,8356,89383624,100,0,364.55,23.77,8665.354
35.04,1,0,59.98,10,0,-100,240,655.35,4,0,8414.028,563.25,22,0,0,614.4,8414,89383632,100,0,363.75,23.57,8573.588
35.1,1,0,59.98,10,0,-100,240,655.35,4,0,8424.028,563.25,22,0,0,614.4,8424,89383640,100,0,365.65,23.74,8680.531
35.1,1,0,59.98,10,0,-100,240,655.35,4,0,8424.028,563.25,22,0,0,614.4,8424,89383640,100,0,365.65,23.74,8680.531
35.1,1,0,59.98,10,0,-100,240,655.35,4,0,8424.028,563.25,22,0,0,614.4,8424,89383640,100,0,364.05,23.62,8598.861
35.09,1,0,59.98,10,0,-100,240,655.35,4,0,8428.031,563.25,23,0,0,614.4,8428,89383640,100,0,364.05,23.62,8598.861
35.27,1,0,59.99,10,0,-100,240.1,655.35,4,0,8470.028,563.25,22,0,0,614.4,8470,89383640,100,0,365.9,24.02,8788.918
35.477,1,0,59.99,10,0,-100,240.1,655.35,4,0,8523.362,563.25,22,0,0,614.4,8523.333,89383645.33,100,0,361.75,24.36,8812.23
35.58,1,0,59.99,10,0,-100,240.1,655.35,4,0,8550.028,563.25,22,0,0,614.4,8550,89383648,100,0,361.75,24.36,8812.23
35.58,1,0,59.99,10,0,-100,240.1,655.35,4,0,8550.028,563.25,22,0,0,614.4,8550,89383648,100,0,364.6,24.4,8896.24
35.98,1,0,59.99,10,0,-100,240.2,655.35,4,0,8646.028,563.25,22,0,0,614.4,8646,89383656,100,0,364.6,24.4,8896.24
35.94,1,0,60,10,0,-100,240.2,655.35,4,0,8630.028,563.25,22,0,0,614.4,8630,89383664,100,0,361.1,24.46,8832.506
35.88,1,0,60,10,0,-100,240.2,655.35,4,0,8616.695,563.25,22,0,0,614.4,8616.667,89383664,100,0,365.25,23.99,8762.348
35.85,1,0,60,10,0,-100,240.2,655.35,4,0,8610.028,563.25,22,0,0,614.4,8610,89383664,100,0,365.25,23.99,8762.348
35.85,1,0,60,10,0,-100,240.2,655.35,4,0,8610.028,563.25,22,0,0,614.4,8610,89383664,100,0,364.3,24.16,8801.488
