AphA,Conn,Conn_WinTms,Hz,OutPFSet,OutPFSet_RmpTms,PF,PhVphA,Ris,St,StActCtl,VA,VAMax,VAr,VArMaxPct,VArPct_RmpTms,VRef,W,WH,WMaxLimPct,WMaxLimPct_RmpTms,DCV,DCA,DCW
28.167,1,0,59.99,10,0,-100,239.867,655.35,4,0,6756.691,563.25,18,0,0,614.4,6756.667,89386437.33,100,0,355.9,19.4,6904.46
28.12,1,0,59.99,10,0,-100,239.9,655.35,4,0,6746.024,563.25,18,0,0,614.4,6746,89386440,100,0,355.9,19.4,6904.46
28.12,1,0,59.99,10,0,-100,239.9,655.35,4,0,6746.024,563.25,18,0,0,614.4,6746,89386440,100,0,359.6,19.24,6918.704
28.03,1,0,59.99,10,0,-100,239.9,655.35,4,0,6726.024,563.25,18,0,0,614.4,6726,89386440,100,0,359.6,19.24,6918.704
27.84,1,0,60,10,0,-100,239.8,655.35,4,0,6674.027,563.25,19,0,0,614.4,6674,89386448,100,0,356,19.16,6820.96
27.77,1,0,60,10,0,-100,239.8,655.35,4,0,6658.026,563.25,18.5,0,0,614.4,6658,89386452,100,0,359.45,19.05,6847.523
27.7,1,0,60,10,0,-100,239.8,655.35,4,0,6642.024,563.25,18,0,0,614.4,6642,89386456,100,0,359.45,19.05,6847.523
27.7,1,0,60,10,0,-100,239.8,655.35,4,0,6642.024,563.25,18,0,0,614.4,6642,89386456,100,0,355.75,19.03,6769.923
27.52,1,0,60,10,0,-100,239.8,655.35,4,0,6602.024,563.25,18,0,0,614.4,6602,89386456,100,0,355.75,19.03,6769.923
27.52,1,0,60,10,0,-100,239.8,655.35,4,0,6602.024,563.25,18,0,0,614.4,6602,89386456,100,0,359.35,18.96,6813.276
27.53,1,0,60,10,0,-100,239.8,655.35,4,0,6602.02,563.25,16,0,0,614.4,6602,89386456,100,0,355.6,19.04,6770.624
27.54,1,0,60,10,0,-100,239.8,655.35,4,0,6602.015,563.25,14,0,0,614.4,6602,89386456,100,0,355.6,19.04,6770.624
27.6,1,0,60.01,10,0,-100,239.8,655.35,4,0,6621.021,563.25,17,0,0,614.4,6621,89386464,100,0,359.3,19.04,6841.072
27.56,1,0,60.01,10,0,-100,239.9,655.35,4,0,6612.03,563.25,20,0,0,614.4,6612,89386472,100,0,355.75,19.01,6762.807
27.56,1,0,60.01,10,0,-100,239.9,655.35,4,0,6612.03,563.25,20,0,0,614.4,6612,89386472,100,0,355.75,19.01,6762.807
27.517,1,0,60.01,10,0,-100,239.9,655.35,4,0,6602.028,563.25,19.333,0,0,614.4,6602,89386472,100,0,359.05,18.86,6771.683
27.43,1,0,60.01,10,0,-100,239.9,655.35,4,0,6582.024,563.25,18,0,0,614.4,6582,89386472,100,0,359.05,18.86,6771.683
27.24,1,0,60.01,10,0,-100,239.8,655.35,4,0,6532.025,563.25,18,0,0,614.4,6532,89386480,100,0,355.7,18.76,6672.932
27.187,1,0,60.01,10,0,-100,239.733,655.35,4,0,6518.692,563.25,18,0,0,614.4,6518.667,89386480,100,0,359.2,18.74,6731.408
27.16,1,0,60.01,10,0,-100,239.7,655.35,4,0,6512.025,563.25,18,0,0,614.4,6512,89386480,100,0,359.2,18.74,6731.408
27.16,1,0,60.01,10,0,-100,239.7,655.35,4,0,6512.025,563.25,18,0,0,614.4,6512,89386480,100,0,357.35,18.78,6711.033
27.16,1,0,60.01,10,0,-100,239.7,655.35,4,0,6512.022,563.25,17,0,0,614.4,6512,89386480,100,0,357.35,18.78,6711.033
27.16,1,0,60.01,10,0,-100,239.8,655.35,4,0,6512.022,563.25,17,0,0,614.4,6512,89386488,100,0,355.55,18.78,6677.229
27.25,1,0,60.01,10,0,-100,239.75,655.35,4,0,6534.023,563.25,17.5,0,0,614.4,6534,89386488,100,0,358.9,18.96,6804.744
27.34,1,0,60.01,10,0,-100,239.7,655.35,4,0,6556.025,563.25,18,0,0,614.4,6556,89386488,100,0,358.9,18.96,6804.744
27.34,1,0,60.01,10,0,-100,239.7,655.35,4,0,6556.025,563.25,18,0,0,614.4,6556,89386488,100,0,355.95,19.1,6798.645
27.83,1,0,60.01,10,0,-100,239.7,655.35,4,0,6672.021,563.25,17,0,0,614.4,6672,89386496,100,0,355.95,19.1,6798.645
27.83,1,0,60.01,10,0,-100,239.7,655.35,4,0,6672.021,563.25,17,0,0,614.4,6672,89386496,100,0,358.85,19.27,6915.04
27.873,1,0,60.01,10,0,-100,239.733,655.35,4,0,6683.356,563.25,17.333,0,0,614.4,6683.333,89386496,100,0,355.65,19.34,6878.271
27.96,1,0,60.01,10,0,-100,239.8,655.35,4,0,6706.024,563.25,18,0,0,614.4,6706,89386496,100,0,355.65,19.34,6878.271
28.05,1,0,60.01,10,0,-100,239.8,655.35,4,0,6724.017,563.25,15,0,0,614.4,6724,89386504,100,0,358.8,19.34,6939.192
27.92,1,0,60.01,10,0,-100,239.7,655.35,4,0,6694.015,563.25,14,0,0,614.4,6694,89386512,100,0,355.45,19.18,6817.531
27.92,1,0,60.01,10,0,-100,239.7,655.35,4,0,6694.015,563.25,14,0,0,614.4,6694,89386512,100,0,355.45,19.18,6817.531
27.92,1,0,60.01,10,0,-100,239.7,655.35,4,0,6694.015,563.25,14,0,0,614.4,6694,89386512,100,0,359.05,19.01,6825.54
27.71,1,0,60.01,10,0,-100,239.6,655.35,4,0,6634.024,563.25,18,0,0,614.4,6634,89386512,100,0,359.05,19.01,6825.54
27.39,1,0,60.01,10,0,-100,239.6,655.35,4,0,6556.027,563.25,19,0,0,614.4,6556,89386520,100,0,355.4,18.82,6688.628
27.303,1,0,60.01,10,0,-100,239.533,655.35,4,0,6540.026,563.25,18.333,0,0,614.4,6540,89386520,100,0,359.05,18.75,6732.188
27.26,1,0,60.01,10,0,-100,239.5,655.35,4,0,6532.025,563.25,18,0,0,614.4,6532,89386520,100,0,359.05,18.75,6732.188
27.26,1,0,60.01,10,0,-100,239.5,655.35,4,0,6532.025,563.25,18,0,0,614.4,6532,89386520,100,0,355.1,18.64,6619.064
27,1,0,60.01,10,0,-100,239.5,655.35,4,0,6466.025,563.25,18,0,0,614.4,6466,89386520,100,0,355.1,18.64,6619.064
27,1,0,60.01,10,0,-100,239.5,655.35,4,0,6466.025,563.25,18,0,0,614.4,6466,89386520,100,0,358.7,18.56,6657.472
26.87,1,0,60.01,10,0,-100,239.5,655.35,4,0,6432.025,563.25,18,0,0,614.4,6432,89386524,100,0,355,18.34,6510.7
26.74,1,0,60.01,10,0,-100,239.5,655.35,4,0,6398.025,563.25,18,0,0,614.4,6398,89386528,100,0,355,18.34,6510.7
26.74,1,0,60.01,10,0,-100,239.5,655.35,4,0,6398.025,563.25,18,0,0,614.4,6398,89386528,100,0,358.8,18.24,6544.512
26.35,1,0,60.01,10,0,-100,239.4,655.35,4,0,6311.02,563.25,16,0,0,614.4,6311,89386536,100,0,358.8,18.24,6544.512
26.35,1,0,60.01,10,0,-100,239.4,655.35,4,0,6311.02,563.25,16,0,0,614.4,6311,89386536,100,0,355.45,18.18,6462.081
26.383,1,0,60.01,10,0,-100,239.433,655.35,4,0,6319.019,563.25,15.667,0,0,614.4,6319,89386538.67,100,0,358.45,18.34,6573.973
26.45,1,0,60.01,10,0,-100,239.5,655.35,4,0,6335.018,563.25,15,0,0,614.4,6335,89386544,100,0,358.45,18.34,6573.973
26.71,1,0,60.01,10,0,-100,239.5,655.35,4,0,6400.02,563.25,16,0,0,614.4,6400,89386544,100,0,355.65,18.54,6593.751
27.14,1,0,60.01,10,0,-100,239.6,655.35,4,0,6512.025,563.25,18,0,0,614.4,6512,89386552,100,0,358.3,18.9,6771.87
27.14,1,0,60.01,10,0,-100,239.6,655.35,4,0,6512.025,563.25,18,0,0,614.4,6512,89386552,100,0,358.3,18.9,6771.87
27.31,1,0,60.01,10,0,-100,239.6,655.35,4,0,6551.025,563.25,18,0,0,614.4,6551,89386552,100,0,355.9,19.24,6847.516
27.65,1,0,60.01,10,0,-100,239.6,655.35,4,0,6629.024,563.25,18,0,0,614.4,6629,89386552,100,0,355.9,19.24,6847.516
28.21,1,0,60.01,10,0,-100,239.7,655.35,4,0,6764.024,563.25,18,0,0,614.4,6764,89386552,100,0,358.45,19.62,7032.789
28.383,1,0,60.01,10,0,-100,239.767,655.35,4,0,6808.024,563.25,18,0,0,614.4,6808,89386557.33,100,0,355.8,19.67,6998.586
28.47,1,0,60.01,10,0,-100,239.8,655.35,4,0,6830.024,563.25,18,0,0,614.4,6830,89386560,100,0,355.8,19.67,6998.586
28.47,1,0,60.01,10,0,-100,239.8,655.35,4,0,6830.024,563.25,18,0,0,614.4,6830,89386560,100,0,358.3,19.61,7026.263
28.2,1,0,60.01,10,0,-100,239.7,655.35,4,0,6760.024,563.25,18,0,0,614.4,6760,89386568,100,0,358.3,19.61,7026.263
28.2,1,0,60.01,10,0,-100,239.7,655.35,4,0,6760.024,563.25,18,0,0,614.4,6760,89386568,100,0,355.3,19.36,6878.608
28.085,1,0,60.01,10,0,-100,239.65,655.35,4,0,6732.024,563.25,18,0,0,614.4,6732,89386572,100,0,358.3,19.29,6911.607
27.97,1,0,60.01,10,0,-100,239.6,655.35,4,0,6704.024,563.25,18,0,0,614.4,6704,89386576,100,0,358.3,19.29,6911.607
27.97,1,0,60.01,10,0,-100,239.6,655.35,4,0,6704.024,563.25,18,0,0,614.4,6704,89386576,100,0,355.35,19.28,6851.148
28.05,1,0,60.01,10,0,-100,239.7,655.35,4,0,6726.024,563.25,18,0,0,614.4,6726,89386576,100,0,355.35,19.28,6851.148
28.05,1,0,60.01,10,0,-100,239.7,655.35,4,0,6726.024,563.25,18,0,0,614.4,6726,89386576,100,0,358.45,19.39,6950.346
28.05,1,0,60.01,10,0,-100,239.7,655.35,4,0,6726.024,563.25,18,0,0,614.4,6726,89386578.67,100,0,356.9,19.19,6848.911
28.05,1,0,60.01,10,0,-100,239.7,655.35,4,0,6726.024,563.25,18,0,0,614.4,6726,89386584,100,0,356.9,19.19,6848.911
27.68,1,0,60.02,10,0,-100,239.7,655.35,4,0,6634.03,563.25,20,0,0,614.4,6634,89386584,100,0,358.55,19.03,6823.206
27.68,1,0,60.02,10,0,-100,239.7,655.35,4,0,6634.03,563.25,20,0,0,614.4,6634,89386584,100,0,358.55,19.03,6823.206
27.68,1,0,60.02,10,0,-100,239.7,655.35,4,0,6634.03,563.25,20,0,0,614.4,6634,89386584,100,0,358.55,19.03,6823.206
27.68,1,0,60.02,10,0,-100,239.7,655.35,4,0,6634.03,563.25,20,0,0,614.4,6634,89386584,100,0,355.4,18.73,6656.642
27.33,1,0,60.02,10,0,-100,239.6,655.35,4,0,6548.025,563.25,18,0,0,614.4,6548,89386592,100,0,355.4,18.73,6656.642
27.12,1,0,60.01,10,0,-100,239.5,655.35,4,0,6496.025,563.25,18,0,0,614.4,6496,89386592,100,0,356.75,18.58,6628.415
27.027,1,0,60.01,10,0,-100,239.567,655.35,4,0,6477.358,563.25,18,0,0,614.4,6477.333,89386597.33,100,0,355.45,18.58,6604.261
26.98,1,0,60.01,10,0,-100,239.6,655.35,4,0,6468.025,563.25,18,0,0,614.4,6468,89386600,100,0,355.45,18.58,6604.261
26.98,1,0,60.01,10,0,-100,239.6,655.35,4,0,6468.025,563.25,18,0,0,614.4,6468,89386600,100,0,358,18.79,6726.82
27.07,1,0,60.01,10,0,-100,239.6,655.35,4,0,6488.025,563.25,18,0,0,614.4,6488,89386600,100,0,358,18.79,6726.82
27.38,1,0,60.01,10,0,-100,239.6,655.35,4,0,6562.025,563.25,18,0,0,614.4,6562,89386608,100,0,355.7,19.01,6761.857
27.63,1,0,60.01,10,0,-100,239.65,655.35,4,0,6620.025,563.25,18,0,0,614.4,6620,89386612,100,0,358.45,19.47,6979.022
27.88,1,0,60.01,10,0,-100,239.7,655.35,4,0,6678.024,563.25,18,0,0,614.4,6678,89386616,100,0,358.45,19.47,6979.022
28.33,1,0,60.01,10,0,-100,239.8,655.35,4,0,6796.024,563.25,18,0,0,614.4,6796,89386616,100,0,355.8,19.64,6987.912
28.8,1,0,60.01,10,0,-100,239.9,655.35,4,0,6916.023,563.25,18,0,0,614.4,6916,89386616,100,0,355.8,19.64,6987.912
28.8,1,0,60.01,10,0,-100,239.9,655.35,4,0,6916.023,563.25,18,0,0,614.4,6916,89386616,100,0,358.05,20.11,7200.386
28.98,1,0,60.01,10,0,-100,239.9,655.35,4,0,6961.357,563.25,18,0,0,614.4,6961.333,89386616,100,0,355.65,20.46,7276.599
29.34,1,0,60.01,10,0,-100,239.9,655.35,4,0,7052.023,563.25,18,0,0,614.4,7052,89386616,100,0,355.65,20.46,7276.599
30,1,0,60.01,10,0,-100,240,655.35,4,0,7212.022,563.25,18,0,0,614.4,7212,89386624,100,0,358.3,21.01,7527.883
30.63,1,0,60.01,10,0,-100,240.1,655.35,4,0,7370.027,563.25,20,0,0,614.4,7370,89386632,100,0,355.3,21.38,7596.314
30.63,1,0,60.01,10,0,-100,240.1,655.35,4,0,7370.027,563.25,20,0,0,614.4,7370,89386632,100,0,355.3,21.38,7596.314
30.877,1,0,60.01,10,0,-100,240.133,655.35,4,0,7423.359,563.25,19.333,0,0,614.4,7423.333,89386632,100,0,358.45,21.95,7867.978
31.37,1,0,60.01,10,0,-100,240.2,655.35,4,0,7530.021,563.25,18,0,0,614.4,7530,89386632,100,0,358.45,21.95,7867.978
31.86,1,0,60.01,10,0,-100,240.3,655.35,4,0,7660.032,563.25,22,0,0,614.4,7660,89386640,100,0,355,22.12,7852.6
32.11,1,0,60.01,10,0,-100,240.3,655.35,4,0,7714.028,563.25,21,0,0,614.4,7714,89386648,100,0,361.2,21.97,7935.564
32.11,1,0,60.01,10,0,-100,240.3,655.35,4,0,7714.028,563.25,21,0,0,614.4,7714,89386648,100,0,361.2,21.97,7935.564
32.11,1,0,60.01,10,0,-100,240.3,655.35,4,0,7714.028,563.25,21,0,0,614.4,7714,89386648,100,0,358.9,22.35,8021.415
32.32,1,0,60.01,10,0,-100,240.3,655.35,4,0,7772.028,563.25,21,0,0,614.4,7772,89386648,100,0,358.9,22.35,8021.415
32.37,1,0,60.01,10,0,-100,240.2,655.35,4,0,7774.031,563.25,22,0,0,614.4,7774,89386648,100,0,360.8,22.03,7948.424
32.277,1,0,60.01,10,0,-100,240.2,655.35,4,0,7752.698,563.25,22,0,0,614.4,7752.667,89386653.33,100,0,358.85,22.15,7948.528
32.23,1,0,60.01,10,0,-100,240.2,655.35,4,0,7742.031,563.25,22,0,0,614.4,7742,89386656,100,0,358.85,22.15,7948.528
32.23,1,0,60.01,10,0,-100,240.2,655.35,4,0,7742.031,563.25,22,0,0,614.4,7742,89386656,100,0,360.6,21.76,7846.656
32,1,0,60.01,10,0,-100,240.1,655.35,4,0,7680.026,563.25,20,0,0,614.4,7680,89386664,100,0,360.6,21.76,7846.656
31.81,1,0,60.01,10,0,-100,240.1,655.35,4,0,7640.032,563.25,22,0,0,614.4,7640,89386664,100,0,358.7,21.9,7855.53
31.67,1,0,60.01,10,0,-100,240.1,655.35,4,0,7604.032,563.25,22,0,0,614.4,7604,89386669.33,100,0,360.3,21.56,7768.068
31.6,1,0,60.01,10,0,-100,240.1,655.35,4,0,7586.032,563.25,22,0,0,614.4,7586,89386672,100,0,360.3,21.56,7768.068
31.6,1,0,60.01,10,0,-100,240.1,655.35,4,0,7586.032,563.25,22,0,0,614.4,7586,89386672,100,0,358.25,21.87,7834.927
31.69,1,0,60.01,10,0,-100,240.1,655.35,4,0,7612.029,563.25,21,0,0,614.4,7612,89386680,100,0,358.25,21.87,7834.927
31.69,1,0,60.01,10,0,-100,240.1,655.35,4,0,7612.029,563.25,21,0,0,614.4,7612,89386680,100,0,360.35,21.68,7812.388
31.69,1,0,60.01,10,0,-100,240.1,655.35,4,0,7612.03,563.25,21.5,0,0,614.4,7612,89386680,100,0,359.15,22,7901.3
31.69,1,0,60.01,10,0,-100,240.1,655.35,4,0,7612.032,563.25,22,0,0,614.4,7612,89386680,100,0,359.15,22,7901.3
31.69,1,0,60.01,10,0,-100,240.1,655.35,4,0,7612.032,563.25,22,0,0,614.4,7612,89386680,100,0,360.7,21.83,7874.081
31.87,1,0,60.01,10,0,-100,240.1,655.35,4,0,7654.026,563.25,20,0,0,614.4,7654,89386688,100,0,360.7,21.83,7874.081
31.87,1,0,60.01,10,0,-100,240.1,655.35,4,0,7654.026,563.25,20,0,0,614.4,7654,89386688,100,0,359.15,22.14,7951.581
31.913,1,0,60.01,10,0,-100,240.133,655.35,4,0,7666.026,563.25,20,0,0,614.4,7666,89386688,100,0,357.65,22.14,7918.371
32,1,0,60.01,10,0,-100,240.2,655.35,4,0,7690.026,563.25,20,0,0,614.4,7690,89386688,100,0,357.65,22.14,7918.371
31.98,1,0,60.01,10,0,-100,240.2,655.35,4,0,7688.029,563.25,21,0,0,614.4,7688,89386696,100,0,358.9,22.07,7920.923
31.97,1,0,60.01,10,0,-100,240.2,655.35,4,0,7680.029,563.25,21,0,0,614.4,7680,89386704,100,0,357.65,22.07,7893.335
31.97,1,0,60.01,10,0,-100,240.2,655.35,4,0,7680.029,563.25,21,0,0,614.4,7680,89386704,100,0,357.65,22.07,7893.335
31.923,1,0,60.01,10,0,-100,240.2,655.35,4,0,7670.028,563.25,20.667,0,0,614.4,7670,89386704,100,0,359.95,21.75,7828.913
31.83,1,0,60.01,10,0,-100,240.2,655.35,4,0,7650.026,563.25,20,0,0,614.4,7650,89386704,100,0,359.95,21.75,7828.913
31.81,1,0,60.01,10,0,-100,240.2,655.35,4,0,7642.029,563.25,21,0,0,614.4,7642,89386712,100,0,358,21.98,7868.84
31.78,1,0,60.01,10,0,-100,240.2,655.35,4,0,7638.032,563.25,22,0,0,614.4,7638,89386712,100,0,359.75,21.76,7828.16
31.78,1,0,60.01,10,0,-100,240.2,655.35,4,0,7638.032,563.25,22,0,0,614.4,7638,89386712,100,0,359.75,21.76,7828.16
31.823,1,0,60.01,10,0,-100,240.2,655.35,4,0,7647.365,563.25,22,0,0,614.4,7647.333,89386714.67,100,0,357.95,22.1,7910.695
31.91,1,0,60.01,10,0,-100,240.2,655.35,4,0,7666.032,563.25,22,0,0,614.4,7666,89386720,100,0,357.95,22.1,7910.695
31.99,1,0,60.01,10,0,-100,240.2,655.35,4,0,7687.031,563.25,22,0,0,614.4,7687,89386720,100,0,359.45,21.93,7882.739
31.997,1,0,60.003,10,0,-100,240.133,655.35,4,0,7685.031,563.25,22,0,0,614.4,7685,89386725.33,100,0,357.55,22.11,7905.43
32,1,0,60,10,0,-100,240.1,655.35,4,0,7684.031,563.25,22,0,0,614.4,7684,89386728,100,0,357.55,22.11,7905.43
32,1,0,60,10,0,-100,240.1,655.35,4,0,7684.031,563.25,22,0,0,614.4,7684,89386728,100,0,359.5,21.89,7869.455
31.94,1,0,60,10,0,-100,240.1,655.35,4,0,7672.032,563.25,22,0,0,614.4,7672,89386736,100,0,359.5,21.89,7869.455
31.9,1,0,60,10,0,-100,240.2,655.35,4,0,7662.032,563.25,22,0,0,614.4,7662,89386736,100,0,357,22.02,7861.14
31.86,1,0,60,10,0,-100,240.2,655.35,4,0,7652.698,563.25,22,0,0,614.4,7652.667,89386741.33,100,0,359.65,21.81,7843.966
31.84,1,0,60,10,0,-100,240.2,655.35,4,0,7648.032,563.25,22,0,0,614.4,7648,89386744,100,0,359.65,21.81,7843.966
31.84,1,0,60,10,0,-100,240.2,655.35,4,0,7648.032,563.25,22,0,0,614.4,7648,89386744,100,0,356.6,22.06,7866.596
31.85,1,0,60,10,0,-100,240.3,655.35,4,0,7658.032,563.25,22,0,0,614.4,7658,89386744,100,0,359.7,21.87,7866.639
31.85,1,0,60,10,0,-100,240.3,655.35,4,0,7658.032,563.25,22,0,0,614.4,7658,89386744,100,0,359.7,21.87,7866.639
31.847,1,0,60,10,0,-100,240.267,655.35,4,0,7655.696,563.25,21.333,0,0,614.4,7655.667,89386746.67,100,0,356.6,21.99,7841.634
31.84,1,0,60,10,0,-100,240.2,655.35,4,0,7651.026,563.25,20,0,0,614.4,7651,89386752,100,0,356.6,21.99,7841.634
31.69,1,0,60.01,10,0,-100,240.3,655.35,4,0,7622.023,563.25,19,0,0,614.4,7622,89386760,100,0,359.55,21.76,7823.808
31.69,1,0,60.01,10,0,-100,240.2,655.35,4,0,7615.023,563.25,19,0,0,614.4,7615,89386760,100,0,356.7,21.89,7808.163
31.69,1,0,60.01,10,0,-100,240.2,655.35,4,0,7615.023,563.25,19,0,0,614.4,7615,89386760,100,0,356.7,21.89,7808.163
31.677,1,0,60.01,10,0,-100,240.2,655.35,4,0,7612.689,563.25,18.667,0,0,614.4,7612.667,89386762.67,100,0,359.4,21.76,7820.544
31.65,1,0,60.01,10,0,-100,240.2,655.35,4,0,7608.021,563.25,18,0,0,614.4,7608,89386768,100,0,359.4,21.76,7820.544
31.62,1,0,60.01,10,0,-100,240.2,655.35,4,0,7598.032,563.25,22,0,0,614.4,7598,89386776,100,0,356.8,21.8,7778.24
31.16,1,0,60.02,10,0,-100,240.1,655.35,4,0,7474.027,563.25,20,0,0,614.4,7474,89386776,100,0,358.9,21.13,7583.557
31.16,1,0,60.02,10,0,-100,240.1,655.35,4,0,7474.027,563.25,20,0,0,614.4,7474,89386776,100,0,358.9,21.13,7583.557
30.853,1,0,60.02,10,0,-100,240.067,655.35,4,0,7402.692,563.25,19.333,0,0,614.4,7402.667,89386776,100,0,356.55,20.65,7362.758
30.24,1,0,60.02,10,0,-100,240,655.35,4,0,7260.022,563.25,18,0,0,614.4,7260,89386776,100,0,356.55,20.65,7362.758
29.81,1,0,60.02,10,0,-100,240,655.35,4,0,7161.022,563.25,18,0,0,614.4,7161,89386784,100,0,359.1,20.55,7379.505
30.137,1,0,60.02,10,0,-100,240.133,655.35,4,0,7247.022,563.25,18,0,0,614.4,7247,89386784,100,0,357,21.18,7561.26
30.3,1,0,60.02,10,0,-100,240.2,655.35,4,0,7290.022,563.25,18,0,0,614.4,7290,89386784,100,0,357,21.18,7561.26
30.3,1,0,60.02,10,0,-100,240.2,655.35,4,0,7290.022,563.25,18,0,0,614.4,7290,89386784,100,0,359.3,21.09,7577.637
30.81,1,0,60.02,10,0,-100,240.1,655.35,4,0,7399.022,563.25,18,0,0,614.4,7399,89386792,100,0,359.3,21.09,7577.637
30.81,1,0,60.02,10,0,-100,240.1,655.35,4,0,7399.027,563.25,20,0,0,614.4,7399,89386792,100,0,357.85,20.75,7425.388
30.51,1,0,60.02,10,0,-100,240.033,655.35,4,0,7321.027,563.25,20,0,0,614.4,7321,89386797.33,100,0,356.25,20.75,7392.188
30.36,1,0,60.02,10,0,-100,240,655.35,4,0,7282.027,563.25,20,0,0,614.4,7282,89386800,100,0,356.25,20.75,7392.188
30.36,1,0,60.02,10,0,-100,240,655.35,4,0,7282.027,563.25,20,0,0,614.4,7282,89386800,100,0,357.7,20.21,7229.117
29.34,1,0,60.02,10,0,-100,239.9,655.35,4,0,7038.023,563.25,18,0,0,614.4,7038,89386808,100,0,357.7,20.21,7229.117
29.34,1,0,60.02,10,0,-100,239.9,655.35,4,0,7038.023,563.25,18,0,0,614.4,7038,89386808,100,0,355.75,20.21,7189.708
29.295,1,0,60.02,10,0,-100,239.85,655.35,4,0,7026.023,563.25,18,0,0,614.4,7026,89386808,100,0,359.7,20.15,7247.955
29.25,1,0,60.02,10,0,-100,239.8,655.35,4,0,7014.023,563.25,18,0,0,614.4,7014,89386808,100,0,359.7,20.15,7247.955
29.48,1,0,60.02,10,0,-100,239.9,655.35,4,0,7074.025,563.25,19,0,0,614.4,7074,89386808,100,0,355.9,20.38,7253.242
29.41,1,0,60.02,10,0,-100,239.9,655.35,4,0,7052.023,563.25,18,0,0,614.4,7052,89386816,100,0,357.65,20.39,7292.483
29.41,1,0,60.02,10,0,-100,239.9,655.35,4,0,7052.023,563.25,18,0,0,614.4,7052,89386816,100,0,357.65,20.39,7292.483
29.613,1,0,60.02,10,0,-100,239.933,655.35,4,0,7103.357,563.25,18.333,0,0,614.4,7103.333,89386818.67,100,0,357.85,20.96,7500.536
30.02,1,0,60.02,10,0,-100,240,655.35,4,0,7206.025,563.25,19,0,0,614.4,7206,89386824,100,0,357.85,20.96,7500.536
30.56,1,0,60.02,10,0,-100,240.1,655.35,4,0,7338.024,563.25,19,0,0,614.4,7338,89386824,100,0,357.55,20.87,7462.068
28.99,1,0,60.02,10,0,-100,239.9,655.35,4,0,6919.026,563.25,19,0,0,614.4,6919,89386832,100,0,356.6,18.53,6607.798
28.99,1,0,60.02,10,0,-100,239.9,655.35,4,0,6919.026,563.25,19,0,0,614.4,6919,89386832,100,0,356.6,18.53,6607.798
28.99,1,0,60.02,10,0,-100,239.9,655.35,4,0,6919.026,563.25,19,0,0,614.4,6919,89386832,100,0,356.2,15.23,5424.926
24.3,1,0,60.02,10,0,-100,239.2,655.35,4,0,5814.019,563.25,15,0,0,614.4,5814,89386832,100,0,356.2,15.23,5424.926
19.82,1,0,60.02,10,0,-100,238.6,655.35,4,0,4728.013,563.25,11,0,0,614.4,4728,89386840,100,0,353.6,12.86,4547.296
18.247,1,0,60.02,10,0,-100,238.4,655.35,4,0,4338.679,563.25,10.333,0,0,614.4,4338.667,89386840,100,0,352.65,11.78,4154.217
17.46,1,0,60.02,10,0,-100,238.3,655.35,4,0,4144.012,563.25,10,0,0,614.4,4144,89386840,100,0,352.65,11.78,4154.217
17.46,1,0,60.02,10,0,-100,238.3,655.35,4,0,4144.012,563.25,10,0,0,614.4,4144,89386840,100,0,351.85,12.11,4260.904
17.01,1,0,60.01,10,0,-100,238.2,655.35,4,0,4046.012,563.25,10,0,0,614.4,4046,89386840,100,0,351.85,12.11,4260.904
17.84,1,0,60.01,10,0,-100,238.2,655.35,4,0,4248.012,563.25,10,0,0,614.4,4248,89386840,100,0,351.25,12.75,4478.438
18.41,1,0,60.01,10,0,-100,238.3,655.35,4,0,4395.011,563.25,10,0,0,614.4,4395,89386840,100,0,354.15,13.63,4827.064
18.98,1,0,60.01,10,0,-100,238.4,655.35,4,0,4542.011,563.25,10,0,0,614.4,4542,89386840,100,0,354.15,13.63,4827.064
18.98,1,0,60.01,10,0,-100,238.4,655.35,4,0,4542.011,563.25,10,0,0,614.4,4542,89386840,100,0,354,14.15,5009.1
20.58,1,0,60.01,10,0,-100,238.6,655.35,4,0,4912.01,563.25,10,0,0,614.4,4912,89386848,100,0,354,14.15,5009.1
20.58,1,0,60.01,10,0,-100,238.6,655.35,4,0,4912.01,563.25,10,0,0,614.4,4912,89386848,100,0,353.75,14.23,5033.862
20.39,1,0,60.01,10,0,-100,238.6,655.35,4,0,4866.01,563.25,10,0,0,614.4,4866,89386852,100,0,353.6,13.74,4858.464
20.2,1,0,60.01,10,0,-100,238.6,655.35,4,0,4820.01,563.25,10,0,0,614.4,4820,89386856,100,0,353.6,13.74,4858.464
20.2,1,0,60.01,10,0,-100,238.6,655.35,4,0,4820.01,563.25,10,0,0,614.4,4820,89386856,100,0,353.55,13.16,4652.718
18.39,1,0,60.01,10,0,-100,238.3,655.35,4,0,4380.011,563.25,10,0,0,614.4,4380,89386856,100,0,353.55,13.16,4652.718
18.39,1,0,60.01,10,0,-100,238.3,655.35,4,0,4380.011,563.25,10,0,0,614.4,4380,89386856,100,0,353.6,12.55,4437.68
18.34,1,0,60.01,10,0,-100,238.267,655.35,4,0,4368.011,563.25,10,0,0,614.4,4368,89386858.67,100,0,353.95,12.91,4569.495
18.24,1,0,60.01,10,0,-100,238.2,655.35,4,0,4344.012,563.25,10,0,0,614.4,4344,89386864,100,0,353.95,12.91,4569.495
19.71,1,0,60.01,10,0,-100,238.4,655.35,4,0,4670.011,563.25,10,0,0,614.4,4670,89386864,100,0,354.4,14.4,5103.36
