client_id,threshold,TP,FP,TN,FN,precision,recall,f1_score,accuracy
1,1.294715242069722,1602,719,81122,2938,0.6902197328737613,0.35286343612334803,0.46698731963270657,0.9576643011773422
2,1.302237995818122,1484,191,81650,3056,0.8859701492537313,0.32687224669603526,0.47755430410297667,0.9624107153193411
